Time (min),wt,mko,tko
59.5,46.282,21.287,47.365
59.6,46.29,21.323,47.295
59.7,46.298,21.359,47.225
59.8,46.306,21.395,47.155
59.9,46.313,21.43,47.084
60,46.32,21.466,47.013
60.1,46.327,21.501,46.942
60.2,46.334,21.536,46.871
60.3,46.341,21.571,46.8
60.4,46.347,21.606,46.728
60.5,46.353,21.641,46.657
60.6,46.359,21.675,46.585
60.7,46.364,21.71,46.513
60.8,46.369,21.744,46.441
60.9,46.374,21.778,46.369
61,46.379,21.812,46.296
61.1,46.384,21.846,46.224
61.2,46.388,21.879,46.151
61.3,46.392,21.913,46.079
61.4,46.396,21.946,46.006
61.5,46.399,21.979,45.933
61.6,46.403,22.012,45.86
61.7,46.406,22.045,45.787
61.8,46.409,22.078,45.714
61.9,46.411,22.111,45.641
62,46.414,22.143,45.568
62.1,46.416,22.174,45.495
62.2,46.418,22.205,45.423
62.3,46.419,22.236,45.351
62.4,46.421,22.267,45.278
62.5,46.422,22.298,45.206
62.6,46.423,22.328,45.134
62.7,46.424,22.358,45.062
62.8,46.424,22.388,44.99
62.9,46.424,22.417,44.919
63,46.424,22.447,44.847
63.1,46.424,22.476,44.775
63.2,46.423,22.505,44.704
63.3,46.423,22.533,44.632
63.4,46.422,22.562,44.561
63.5,46.421,22.59,44.49
63.6,46.419,22.618,44.419
63.7,46.417,22.645,44.348
63.8,46.416,22.673,44.278
63.9,46.413,22.7,44.207
64,46.411,22.727,44.137
64.1,46.408,22.753,44.067
64.2,46.405,22.78,43.997
64.3,46.402,22.806,43.928
64.4,46.399,22.832,43.858
64.5,46.395,22.857,43.789
64.6,46.392,22.883,43.72
64.7,46.387,22.908,43.652
64.8,46.383,22.932,43.583
64.9,46.379,22.957,43.515
65,46.374,22.981,43.447
65.1,46.369,23.005,43.38
65.2,46.365,23.029,43.312
65.3,46.36,23.052,43.245
65.4,46.356,23.075,43.179
65.5,46.351,23.098,43.113
65.6,46.346,23.12,43.047
65.7,46.341,23.143,42.981
65.8,46.336,23.165,42.916
65.9,46.33,23.186,42.851
66,46.324,23.207,42.786
66.1,46.318,23.229,42.722
66.2,46.312,23.249,42.659
66.3,46.306,23.27,42.595
66.4,46.3,23.29,42.533
66.5,46.293,23.311,42.47
66.6,46.286,23.331,42.408
66.7,46.279,23.352,42.347
66.8,46.272,23.372,42.286
66.9,46.265,23.392,42.225
67,46.257,23.412,42.165
67.1,46.25,23.431,42.105
67.2,46.242,23.45,42.046
67.3,46.234,23.469,41.987
67.4,46.226,23.488,41.926
67.5,46.217,23.507,41.864
67.6,46.209,23.525,41.803
67.7,46.2,23.543,41.743
67.8,46.191,23.561,41.682
67.9,46.182,23.578,41.622
68,46.173,23.595,41.562
68.1,46.163,23.613,41.502
68.2,46.154,23.629,41.443
68.3,46.144,23.646,41.384
68.4,46.134,23.662,41.325
68.5,46.124,23.678,41.266
68.6,46.114,23.694,41.208
68.7,46.103,23.71,41.15
68.8,46.093,23.725,41.093
68.9,46.082,23.74,41.035
69,46.071,23.755,40.978
69.1,46.06,23.769,40.922
69.2,46.049,23.784,40.865
69.3,46.038,23.798,40.809
69.4,46.026,23.812,40.754
69.5,46.014,23.825,40.698
69.6,46.002,23.839,40.643
69.7,45.99,23.852,40.589
69.8,45.978,23.865,40.534
69.9,45.966,23.877,40.48
70,45.953,23.889,40.427
70.1,45.941,23.902,40.373
70.2,45.928,23.913,40.32
70.3,45.915,23.925,40.268
70.4,45.901,23.936,40.215
70.5,45.888,23.947,40.163
70.6,45.875,23.958,40.112
70.7,45.861,23.969,40.061
70.8,45.847,23.979,40.01
70.9,45.833,23.99,39.959
71,45.819,24.001,39.909
71.1,45.805,24.012,39.859
71.2,45.79,24.022,39.808
71.3,45.775,24.032,39.756
71.4,45.761,24.043,39.705
71.5,45.746,24.052,39.654
71.6,45.73,24.062,39.604
71.7,45.716,24.072,39.553
71.8,45.701,24.081,39.503
71.9,45.686,24.09,39.453
72,45.671,24.099,39.403
72.1,45.656,24.108,39.354
72.2,45.64,24.117,39.304
72.3,45.625,24.125,39.255
72.4,45.609,24.134,39.206
72.5,45.594,24.142,39.157
72.6,45.578,24.15,39.109
72.7,45.562,24.158,39.06
72.8,45.546,24.165,39.012
72.9,45.53,24.173,38.964
73,45.514,24.18,38.916
73.1,45.497,24.187,38.868
73.2,45.481,24.194,38.821
73.3,45.464,24.201,38.774
73.4,45.448,24.208,38.726
73.5,45.431,24.214,38.68
73.6,45.414,24.221,38.633
73.7,45.397,24.227,38.586
73.8,45.38,24.233,38.54
73.9,45.363,24.239,38.494
74,45.345,24.244,38.448
74.1,45.328,24.25,38.402
74.2,45.31,24.255,38.356
74.3,45.292,24.26,38.311
74.4,45.275,24.265,38.266
74.5,45.257,24.27,38.22
74.6,45.239,24.275,38.175
74.7,45.221,24.28,38.131
74.8,45.202,24.284,38.086
74.9,45.184,24.289,38.041
75,45.166,24.293,37.997
75.1,45.147,24.297,37.952
75.2,45.129,24.301,37.908
75.3,45.11,24.305,37.863
75.4,45.091,24.308,37.819
75.5,45.072,24.312,37.775
75.6,45.053,24.316,37.731
75.7,45.034,24.319,37.687
75.8,45.015,24.322,37.644
75.9,44.996,24.326,37.6
76,44.976,24.329,37.556
76.1,44.957,24.332,37.513
76.2,44.937,24.334,37.47
76.3,44.918,24.337,37.427
76.4,44.898,24.34,37.384
76.5,44.878,24.342,37.341
76.6,44.858,24.345,37.298
76.7,44.838,24.347,37.255
76.8,44.818,24.349,37.212
76.9,44.798,24.351,37.17
77,44.778,24.353,37.127
77.1,44.757,24.355,37.085
77.2,44.737,24.356,37.043
77.3,44.716,24.358,37
77.4,44.696,24.36,36.958
77.5,44.675,24.361,36.916
77.6,44.654,24.362,36.874
77.7,44.633,24.363,36.832
77.8,44.612,24.365,36.79
77.9,44.591,24.366,36.749
78,44.57,24.367,36.707
78.1,44.549,24.367,36.665
78.2,44.528,24.368,36.624
78.3,44.506,24.369,36.582
78.4,44.485,24.369,36.541
78.5,44.464,24.37,36.499
78.6,44.442,24.37,36.458
78.7,44.421,24.37,36.417
78.8,44.399,24.371,36.376
78.9,44.377,24.371,36.336
79,44.355,24.371,36.295
79.1,44.333,24.371,36.254
79.2,44.312,24.371,36.214
79.3,44.289,24.371,36.174
79.4,44.267,24.37,36.133
79.5,44.245,24.37,36.093
79.6,44.223,24.369,36.053
79.7,44.201,24.368,36.013
79.8,44.178,24.367,35.973
79.9,44.156,24.366,35.933
80,44.133,24.365,35.893
80.1,44.111,24.364,35.853
80.2,44.088,24.362,35.814
80.3,44.066,24.361,35.774
80.4,44.043,24.359,35.734
80.5,44.02,24.358,35.695
80.6,43.997,24.356,35.655
80.7,43.974,24.354,35.616
80.8,43.951,24.352,35.576
80.9,43.928,24.35,35.537
81,43.905,24.348,35.498
81.1,43.882,24.346,35.459
81.2,43.859,24.344,35.42
81.3,43.835,24.341,35.381
81.4,43.812,24.339,35.341
81.5,43.789,24.337,35.302
81.6,43.765,24.334,35.264
81.7,43.742,24.331,35.225
81.8,43.718,24.329,35.186
81.9,43.695,24.326,35.147
82,43.671,24.323,35.108
82.1,43.647,24.32,35.07
82.2,43.623,24.317,35.031
82.3,43.6,24.314,34.992
82.4,43.576,24.311,34.954
82.5,43.552,24.308,34.915
82.6,43.528,24.305,34.877
82.7,43.504,24.302,34.839
82.8,43.48,24.298,34.801
82.9,43.456,24.295,34.763
83,43.432,24.292,34.725
83.1,43.407,24.288,34.688
83.2,43.383,24.284,34.65
83.3,43.359,24.281,34.612
