Time (min),wt,mko,tko
40.1,0.61111,0.66084,0.73203
40.2,0.61046,0.6636,0.73008
40.3,0.60981,0.66636,0.7281
40.4,0.60916,0.66913,0.72612
40.5,0.6085,0.67189,0.72412
40.6,0.60785,0.67466,0.7221
40.7,0.60719,0.67742,0.72008
40.8,0.60652,0.68019,0.71804
40.9,0.60586,0.68295,0.71599
41,0.60519,0.68572,0.71393
41.1,0.60453,0.68849,0.71186
41.2,0.60386,0.69126,0.70977
41.3,0.60319,0.69403,0.70768
41.4,0.60252,0.6968,0.70557
41.5,0.60184,0.69957,0.70346
41.6,0.60117,0.70234,0.70133
41.7,0.6005,0.70511,0.6992
41.8,0.59982,0.70788,0.69706
41.9,0.59915,0.71066,0.6949
42,0.59847,0.71343,0.69274
42.1,0.59778,0.7162,0.69055
42.2,0.59708,0.71898,0.68834
42.3,0.59639,0.72176,0.68611
42.4,0.59569,0.72452,0.68388
42.5,0.59499,0.72726,0.68163
42.6,0.59429,0.73,0.67937
42.7,0.59359,0.73273,0.67711
42.8,0.59288,0.73546,0.67483
42.9,0.59218,0.73818,0.67254
43,0.59147,0.74091,0.67024
43.1,0.59076,0.74363,0.66793
43.2,0.59005,0.74635,0.66562
43.3,0.58934,0.74906,0.66329
43.4,0.58863,0.75177,0.66096
43.5,0.58791,0.75448,0.65862
43.6,0.5872,0.75718,0.65626
43.7,0.58648,0.75988,0.6539
43.8,0.58576,0.76257,0.65154
43.9,0.58504,0.76526,0.64916
44,0.58432,0.76795,0.64678
44.1,0.5836,0.77063,0.64439
44.2,0.58289,0.77331,0.64199
44.3,0.58219,0.77599,0.63959
44.4,0.5815,0.77866,0.63717
44.5,0.5808,0.78132,0.63476
44.6,0.5801,0.78399,0.63233
44.7,0.57941,0.78664,0.6299
44.8,0.57872,0.78929,0.62747
44.9,0.57803,0.79194,0.62502
45,0.57734,0.79458,0.62261
45.1,0.57666,0.79722,0.62022
45.2,0.57598,0.79985,0.61785
45.3,0.5753,0.80248,0.61549
45.4,0.57462,0.8051,0.61315
45.5,0.57395,0.80772,0.61082
45.6,0.57328,0.81033,0.60852
45.7,0.57261,0.81289,0.60623
45.8,0.57195,0.81538,0.60397
45.9,0.57129,0.81784,0.60173
46,0.57063,0.82029,0.59951
46.1,0.56998,0.82272,0.59731
46.2,0.56933,0.82512,0.59513
46.3,0.56868,0.82751,0.59298
46.4,0.56804,0.82987,0.59086
46.5,0.5674,0.83221,0.58877
46.6,0.56677,0.83453,0.5867
46.7,0.56614,0.83683,0.58467
46.8,0.56552,0.8391,0.58267
46.9,0.5649,0.84134,0.5807
47,0.56429,0.84357,0.57877
47.1,0.56367,0.84576,0.57685
47.2,0.56306,0.84793,0.57494
47.3,0.56245,0.85007,0.57305
47.4,0.56185,0.85219,0.5712
47.5,0.56125,0.85427,0.56937
47.6,0.56065,0.85633,0.56757
47.7,0.56006,0.85836,0.5658
47.8,0.55948,0.86036,0.56405
47.9,0.55889,0.86233,0.56233
48,0.55832,0.86427,0.56065
48.1,0.55775,0.86617,0.55898
48.2,0.55718,0.86806,0.55732
48.3,0.55662,0.86995,0.55568
48.4,0.55607,0.87182,0.55407
48.5,0.55552,0.87366,0.55248
48.6,0.55498,0.87548,0.5509
48.7,0.55444,0.87726,0.54935
48.8,0.55391,0.87902,0.54782
48.9,0.55338,0.88075,0.54631
49,0.55287,0.88245,0.54483
49.1,0.55235,0.88412,0.54336
49.2,0.55185,0.88576,0.5419
49.3,0.55134,0.88737,0.54047
49.4,0.55085,0.88895,0.53905
49.5,0.55036,0.8905,0.53765
49.6,0.54988,0.89201,0.53627
49.7,0.54941,0.8935,0.53491
49.8,0.54894,0.89495,0.53356
49.9,0.54847,0.89638,0.53222
50,0.54799,0.89777,0.53091
50.1,0.54751,0.89912,0.5296
50.2,0.54703,0.90045,0.52833
50.3,0.54656,0.90174,0.52708
50.4,0.54609,0.90299,0.52584
50.5,0.54562,0.90422,0.52462
50.6,0.54516,0.9054,0.52341
50.7,0.5447,0.90656,0.52222
50.8,0.54424,0.90776,0.52105
50.9,0.54379,0.90893,0.51989
51,0.54335,0.91008,0.51874
51.1,0.5429,0.91121,0.51761
51.2,0.54246,0.91231,0.51649
51.3,0.54203,0.91338,0.51538
51.4,0.5416,0.91443,0.51429
51.5,0.54117,0.91545,0.51321
51.6,0.54074,0.91644,0.51214
51.7,0.54032,0.91741,0.51109
51.8,0.5399,0.91836,0.51005
51.9,0.53949,0.91927,0.50901
52,0.53908,0.92017,0.50799
52.1,0.53868,0.92104,0.50699
52.2,0.53827,0.92188,0.50599
52.3,0.53787,0.92269,0.505
52.4,0.53748,0.92349,0.50402
52.5,0.53709,0.92425,0.50305
52.6,0.5367,0.92499,0.50209
52.7,0.53632,0.92571,0.50114
52.8,0.53593,0.9264,0.50023
52.9,0.53554,0.92706,0.49932
53,0.53515,0.9277,0.49843
53.1,0.53476,0.92832,0.49755
53.2,0.53437,0.92891,0.49668
53.3,0.53399,0.9295,0.49581
53.4,0.5336,0.93008,0.49496
53.5,0.53322,0.93064,0.49412
53.6,0.53284,0.93118,0.49329
53.7,0.53246,0.93169,0.49247
53.8,0.53209,0.93219,0.49166
53.9,0.53171,0.93266,0.49086
54,0.53134,0.93312,0.49006
54.1,0.53097,0.93356,0.48928
54.2,0.5306,0.93397,0.4885
54.3,0.53023,0.93437,0.48774
54.4,0.52986,0.93475,0.48698
54.5,0.52949,0.93511,0.48623
54.6,0.52913,0.93545,0.48549
54.7,0.52876,0.93577,0.48475
54.8,0.5284,0.93607,0.48402
54.9,0.52803,0.93636,0.4833
55,0.52767,0.93663,0.48259
55.1,0.52731,0.93688,0.48189
